"Date","Price","Open","High","Low","Vol.","Change %"
"05/13/2013","132.12","131.94","132.42","131.53","","0.07%"
"05/10/2013","132.03","131.14","132.33","131.02","","0.61%"
"05/09/2013","131.23","130.18","131.80","129.55","","0.78%"
"05/08/2013","130.22","129.46","130.44","128.97","","0.56%"
"05/07/2013","129.50","129.86","130.40","129.21","","-0.31%"
"05/06/2013","129.90","129.89","130.45","129.55","","0.02%"
"05/03/2013","129.88","127.95","130.41","127.81","","1.48%"
"05/02/2013","127.99","128.34","129.94","127.48","","-0.28%"
"05/01/2013","128.35","128.25","128.95","127.80","","0.05%"
"04/30/2013","128.28","128.02","128.55","127.17","","0.17%"
"04/29/2013","128.06","127.76","128.63","127.01","","0.24%"
"04/26/2013","127.75","129.12","129.38","127.11","","-1.09%"
"04/25/2013","129.16","129.46","129.91","128.97","","-0.26%"
"04/24/2013","129.50","129.27","129.83","128.76","","0.15%"
"04/23/2013","129.30","129.59","129.83","127.85","","-0.28%"
"04/22/2013","129.66","130.47","130.70","128.94","","-0.19%"
"04/19/2013","129.91","128.13","130.31","128.01","","1.38%"
"04/18/2013","128.14","127.95","128.79","127.11","","0.11%"
"04/17/2013","128.00","128.82","129.79","126.40","","-0.46%"
"04/16/2013","128.59","125.79","129.03","125.77","","2.31%"
"04/15/2013","125.69","128.84","129.36","125.52","","-2.54%"
"04/12/2013","128.97","130.69","130.87","128.59","","-1.30%"
"04/11/2013","130.67","130.34","131.14","129.66","","0.22%"
"04/10/2013","130.38","129.68","130.57","129.35","","0.63%"
"04/09/2013","129.56","129.47","130.12","128.39","","0.14%"
"04/08/2013","129.38","127.80","129.44","127.38","","2.12%"
"04/05/2013","126.70","124.57","127.31","123.83","","1.70%"
"04/04/2013","124.58","119.54","124.66","119.12","","4.20%"
"04/03/2013","119.56","119.70","120.19","119.06","","-0.14%"
"04/02/2013","119.73","119.68","120.17","119.10","","-0.09%"
"04/01/2013","119.84","120.74","120.90","119.45","","-0.79%"
"03/29/2013","120.80","120.68","120.91","120.26","","0.08%"
"03/28/2013","120.70","120.61","120.98","119.70","","-0.02%"
"03/27/2013","120.73","121.46","121.89","119.93","","-0.59%"
"03/26/2013","121.45","121.02","121.66","120.69","","0.36%"
"03/25/2013","121.02","122.53","123.87","120.07","","-1.41%"
"03/22/2013","122.75","122.57","123.49","121.43","","0.25%"
"03/21/2013","122.44","124.20","124.40","122.04","","-1.43%"
"03/20/2013","124.21","122.38","124.51","121.99","","1.48%"
"03/19/2013","122.40","123.42","124.15","121.80","","-0.71%"
"03/18/2013","123.28","122.19","123.97","121.58","","-1.08%"
"03/15/2013","124.62","124.94","125.86","124.16","","-0.26%"
"03/14/2013","124.95","124.50","125.26","123.99","","0.33%"
"03/13/2013","124.54","125.07","125.23","124.13","","-0.52%"
"03/12/2013","125.19","125.62","126.05","124.35","","-0.35%"
"03/11/2013","125.63","124.74","125.69","124.60","","0.58%"
"03/08/2013","124.90","124.27","125.99","123.78","","0.47%"
"03/07/2013","124.31","122.07","124.62","121.80","","1.73%"
"03/06/2013","122.20","121.72","122.30","121.45","","0.42%"
"03/05/2013","121.69","121.72","121.90","121.08","","0.00%"
"03/04/2013","121.69","121.72","122.00","121.06","","-0.09%"
"03/01/2013","121.80","120.89","122.19","120.32","","0.66%"
"02/28/2013","121.00","121.08","121.84","120.46","","-0.14%"
"02/27/2013","121.17","120.05","121.49","119.18","","0.95%"
"02/26/2013","120.03","120.35","121.38","118.96","","0.44%"
"02/25/2013","119.50","124.93","125.22","118.74","","-3.00%"
"02/22/2013","123.19","122.70","123.78","122.51","","0.35%"
